,created_at,text,id,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,withheld.copyright,withheld.country_codes
2180,2021-12-01T21:56:30.000Z,@Kevinraziel09 @ARealDnl @LeR_Douze @Raqueel_Chou @ConflitsFrance y’a pas que des clowns mais comme pour vous ce qui est d’extrême droite ou droite = nazi il reste plus grand chose,1466164328860733440,0,2,5,0,,
2181,2021-12-01T21:55:43.000Z,"@YohanneLAURENT @jean2florette @lafee_rose @stanislasrig De quelle exacerbation du nationalisme parlez- vous ?

Staline et Mao étaient des idéologues, plutôt universalistes. 
Hitler était un obsédée de la domination des races dites inférieures par les races d'europe du Nord...",1466164130310729730,0,1,0,0,,
2182,2021-12-01T21:55:26.000Z,Envie de crevé. On perd contre une équipe pauvre en possession. Ça me dégoûte.,1466164059611582466,0,0,0,0,,
2183,2021-12-01T21:55:21.000Z,"@PierriotJ @RamonesVlad @T_Bouhafs @AFA_Paris75 ""Petit hitlérien"". Wow mais t'as fumé quelque chose de puissant toi. C'est quoi le rapport avec Hitler ? o_O. T'es un psycho dans ta tête toi oO",1466164040422539267,0,1,7,0,,
2184,2021-12-01T21:55:21.000Z,"@srh__00 Osef de toi, très clairement c'est toi qui me beur dans ton lit",1466164039810273292,0,0,0,0,,
2185,2021-12-01T21:55:02.000Z,@MoyenMarius Reste en chien negro tu ne gagneras pas ce pari https://t.co/BAGFsXwCmQ,1466163956947603456,0,1,0,0,,
2186,2021-12-01T21:54:52.000Z,"@MarcelA06078340 Hitler.
Il y voyait son successeur.
...
Oups
Ce n'est pas Goebbels
Pourtant de près ou de loin, on y est
#WaffenZZ",1466163918972370962,0,0,1,0,,
2187,2021-12-01T21:54:45.000Z,@boujon_jean @ZohraBitan Le regard bien posé est toujours plus juste qu’un regard bridé par des œillères ! Vous en avez la preuve par votre constat ! Bravo pour votre sincérité 👏🏻👏🏻,1466163888769097728,0,0,0,0,,
2188,2021-12-01T21:54:12.000Z,PNEU CREVÉ TIME ! Donnez moi vos noms !,1466163747555266564,0,21,2,0,,
2189,2021-12-01T21:53:46.000Z,@3enenii Crève pas jvais perdre 1 abonné https://t.co/L1iDPAtZ3k,1466163639363198980,0,1,0,0,,
2190,2021-12-01T21:53:39.000Z,@Livrenoirmedia Ce con vas l'ai laissé crevé et en plus la France va perdre son territoire,1466163612137967636,0,0,1,0,,
2191,2021-12-01T21:53:35.000Z,"@malopedia Et le droit de dire NON, est ce que vous connaissez? Ou se trouve le doute et l’intelligence ? Ces socialistes resteront toujours des utopistes déconnectés, les pères de Staline et dé Hitler mais chut…ils ont oublié",1466163593964044288,0,0,0,0,,
2192,2021-12-01T21:52:25.000Z,"Tu tes dofé par negro tu savais t’étais enceinte de lui ,
Mais elle a voulu crier comme dans les films en mode ahhhhhh elle est noire 😂😂😂logwaaaaaaaa https://t.co/KylOb1jQoU",1466163301352710150,0,0,0,0,,
2193,2021-12-01T21:52:15.000Z,"@francescaventu5 @Pouetenbois @le__poulpe Ça le ferait rigoler que macron repasse... Ou qu'un nazi s'installe à l'elysee...
Bref... Un clown triste.. Tu sais d'où il parle en fait !",1466163260575698959,0,2,0,0,,
2194,2021-12-01T21:50:13.000Z,@Bidimachuck @tanguy_france @ZemmourEric Oh le negre de maison,1466162748786720769,0,0,0,0,,
2195,2021-12-01T21:50:04.000Z,"@printseven_off Réel, il ose beaucoup plus, Hakimi il est vraiment bridé.  Il est ou celui du debut de saison là",1466162707955167238,0,1,0,0,,
2196,2021-12-01T21:50:00.000Z,@asenaaax48 @me7ehan_ Un peu nazi le chat😭,1466162694197850118,0,1,0,0,,
2197,2021-12-01T21:49:59.000Z,@444vamps ca t’a dit retourne ds tn pays negre,1466162688883666945,1,1,3,0,False,['FR']
2198,2021-12-01T21:49:35.000Z,@matgonesOL crève,1466162588820066308,0,1,0,0,,
2199,2021-12-01T21:49:30.000Z,@MargauxPinot2 quil crève en enfer ce clebard,1466162567827570689,0,0,0,0,,
2200,2021-12-01T21:49:27.000Z,@spicyjalapenito Ça fait 20 ans que Zemmour est dans les médias et dégueule sa haine partout + Hitler a été élu de manière démocratique lui aussi…,1466162552228958208,2,3,8,0,,
2201,2021-12-01T21:49:24.000Z,"Il y a une grosse sal*pe (en plus une noir) qui parce qu'elle vit en france se croit tous permis et donc s'en prend à mon continent d'amour #iproudtobeafrican c'est pas toi oh c'est caca des blancs que tu mange qui t'as rendu comme ça!
Chi*enne 
Je remerci le père #Booba",1466162542779289614,0,0,0,0,,
2202,2021-12-01T21:49:20.000Z,Reste à Lille negro https://t.co/3k6mqw9oMu,1466162522512318474,0,0,0,0,,
2203,2021-12-01T21:48:40.000Z,"0. Moi
1. Le maire de ma commune
2. Lionel Jospin
3. François Mitterand
4. Philippe Pétain
5. Adolf Hitler https://t.co/Qs3dEzeyh6",1466162356094918658,0,2,6,1,,
2204,2021-12-01T21:48:32.000Z,"@in3sDuval @HHahap @riclol1 @Qofficiel @ChTaubira Combien de millions de mort du côté français, dites moi ? Ils comptent dans les 2% ou vos sondages ont estimé que, finalement, mourir sous le feu nazi n'était pas une raison suffisante pour être dans la résistance ?",1466162322301497344,0,1,0,0,,
2205,2021-12-01T21:48:10.000Z,"@BAN05063867 Ursula dont le père Ernst Albrecht avait fomenté un attentat sous fausse bannière
https://t.co/2jsKbaXJDF
Et maintenant l'Autriche berceau de Hitler en fer de lance de la vaccination obligatoire.
Ce ne sont bien sûr que des coïncidences.",1466162232484634624,0,0,0,0,,
2206,2021-12-01T21:47:59.000Z,@barriere_dr C'est quand on voit des médecins tenir un discours aussi débile que l'on comprend comment 70% des médecins soutenaient Hitler...,1466162184715649035,0,0,0,0,,
2207,2021-12-01T21:47:59.000Z,"@CNNChile y kast es nazi, publiquen la noticia https://t.co/bSZffiSzzG",1466162184648634369,4,0,9,0,,
2208,2021-12-01T21:47:33.000Z,"@walidacherchour Bridé par la click des Argentins poccotino compris ,, https://t.co/VmYpZivXhp",1466162074279677954,0,0,0,0,,
2209,2021-12-01T21:47:10.000Z,"@schmurcks Ah oui, alors ne te syndique pas 😄.  Je sais pour les pe... vous morflez encore plus sur pas mal de points ( quoi que personnellement j'ai pris un tp pour être sûre qu'on ne me refile pas d'heures sup. On en crève,  de ces heures. )",1466161979308093441,0,1,1,0,,
2210,2021-12-01T21:46:59.000Z,@PeterSweden7 Nazi assholes,1466161934869348360,0,0,0,0,,
2211,2021-12-01T21:46:57.000Z,@SaberMenacer @Portes_Thomas C'est bien connu qu'un juif est allié des nazi :),1466161922835947521,0,0,0,0,,
2212,2021-12-01T21:46:49.000Z,"@Cyruseim @drou_ba @Siratony1 @Mouniiyaa Tu racontes n'importe quoi !

L'Egypte est une civilisation nègre à la base.

Les égyptiens étaient des nègres - PHILIPPE CHARLIER
https://t.co/k2Y0unWOb3

https://t.co/YUAc2GJfHI

https://t.co/nylSNdGcu3

https://t.co/LU4hr8s4ys

https://t.co/ibHrXopMlv https://t.co/ScnFnHaxjX",1466161892750237702,0,1,0,0,,
2213,2021-12-01T21:46:39.000Z,"LA SECTE COM0POTISTE FAIT CROIRE CE SOIR QUE L OPUS DEI QUI TUE PAR MEDICAMENTS N A JAMAIS EXISTE NI OLIVERA SALAZAR QUI ARMAIT HITLER  DONT TULIO OLIVERA CHIMISTE DU LABO CORONA EN AFRIQUE DU SUD, VERANUS CLERGE DUR ECT.",1466161848693186563,0,1,0,0,,
2214,2021-12-01T21:46:32.000Z,@ajplusparodie Visiblement ils étaient en pleine seconde guerre mondiale occupés à délivrer la France de l’occupant nazi,1466161822013218821,0,0,0,0,,
2215,2021-12-01T21:46:13.000Z,"@anaisirkis À deux doigts de gueuler ""LA VIE CETTE SALE RACE !""",1466161739393908739,0,1,1,0,,
2216,2021-12-01T21:46:07.000Z,"@le_dvo @enyabr1 @3108marlene Il a dit qu’être transgenre est “une mode criminelle”, une mode?? Et criminelle en plus? puis il a comparé un mec qui veut aider les élèves transgenres a l’école a Mengele, un medecin nazi qui a fait des choses horribles, il nous compare à ça tu te rend compte?",1466161716564312065,0,1,0,0,,
2217,2021-12-01T21:45:56.000Z,C’est quoi ce Space de negre  #LNKSpace,1466161669902684163,0,0,1,3,False,['FR']
2218,2021-12-01T21:45:39.000Z,@Marlne92899030 @tvanouvelles Je suis Québécoise pauvre idiote. Commence dont par apprendre à écrire ta propre langue et après tu pourras parler des autres. Arrête de penser qu’ailleurs tout le monde crève de faim. Il n’y a pas juste au Québec où il fait bon vivre. T’as le droit de sortir de ta tanière.,1466161596552597512,0,2,0,0,,
2219,2021-12-01T21:45:13.000Z,"ceux d'avant étaient mieux ? réelle question psq vous racontez n'importe quoi depuis hier on dirait qu'on parle d'hitler ou jsp, vous êtes au courant qu'on a des violeurs partout au sommet de l'état ? qui sont majoritairement homophobes, islamophobes zt tout https://t.co/wxdHkFRMdr",1466161487546916867,0,1,1,0,,
2220,2021-12-01T21:44:24.000Z,"@__nerraW_ @franc499x @tanguy_france Ouais j’avoue toi ftgl sale vendu avec t’as mundele de merde la , encore un faux negro qui vas blanchir sa progénitures 🤢",1466161281266819077,0,0,0,0,,
2221,2021-12-01T21:44:21.000Z,@ZackMocro merci pour le but mais il est naze dans le jeu depuis que Tuchel est là ça crève les yeux qd même mdrr,1466161272127463428,0,0,0,0,,
2222,2021-12-01T21:43:31.000Z,"@SchoneConnerie En vrai j'en sais rien. Au feeling, tu détectes celui qui se réjouit un peu trop, celui qui est crevé, leurs besoins à ce moment-là, si c'est le matin le soir en semaine le we. C'est tout à fait arbitraire 🤭",1466161061585997828,0,1,2,1,,
2223,2021-12-01T21:43:31.000Z,"Déjà que j’étais pas au top à cause d’une vilaine crève chopée dans les couloirs de froid Manhattaniens, cette purge sans nom a réussi à déclenché une des pires migraines de ma vie. 😵‍💫 #degagembappe #uselesscoachOUT",1466161059782406148,0,0,0,0,,
2224,2021-12-01T21:43:21.000Z,@ktvcci @444vamps tu viens de ns traiter de sale negro ou c’est comment ?,1466161016807563275,0,1,3,0,,
2225,2021-12-01T21:43:11.000Z,"@ColiqueP @WXelka Si je pouvais remonter dans le temps et tuer hitler je serais donc un faf ? Drôle de logique.
Sinon tu confonds les antifa et Action Direct. ;)",1466160976697438213,0,3,1,0,,
2226,2021-12-01T21:42:50.000Z,"@GC7513 @briceculturier On observe, hélas, un mouvement parallèle en sens inverse : ce qui aurait semblé hier une blague grotesque (https://t.co/cnN6bkhVzt) cavale a bride abattue vers la tragédie.",1466160888067641353,1,0,0,0,,
2227,2021-12-01T21:42:41.000Z,@reshyd1 @SG_etvous Violent… sale race,1466160852273405954,0,1,1,0,,
2228,2021-12-01T21:42:21.000Z,par contre kroos encore et tjr incroyable mon nazi,1466160768655704065,0,1,1,0,,
2229,2021-12-01T21:42:18.000Z,@ile_cezembre Il manque plus que le drapeau nazi en haut du sapin bande de fachos.,1466160755200438276,0,1,1,0,,
2230,2021-12-01T21:42:07.000Z,Diaham😭😭😭 j’ai jamais vu un negro aussi matrixé par Tiktok😭😭,1466160707347619845,1,2,1,0,,
2231,2021-12-01T21:42:05.000Z,"Avec mon chéri on est crevé, on s'endort debout limite, mais on attend désespérément que Tessa se réveille pour boire son dernier bibi...😭😂",1466160702087909376,0,0,1,0,,
2232,2021-12-01T21:41:55.000Z,@RKurusawa Ouais alors en fait nan les premiers membres du parti fasciste italiens étaient justement les juifs afin de se débarrasser des communistes. C'est seulement en 38 avec le Pacte d'Acier que Hitler a forcé Mussolini à appliquer le même antisémitisme.,1466160656839753732,0,0,0,0,,
2233,2021-12-01T21:41:21.000Z,"@jean_alain99 @ZemmourEric Pas un seul adjectif ne le qualifie, et dire qu'il aime la France est une insulte à notre pays. C'est un collabo soumis et haineux de ce qui ne lui ressemble pas. Un Hitler n°2 mais en version guignol et qui se la pète trop en somme",1466160514594189312,0,1,1,0,,
2234,2021-12-01T21:40:57.000Z,El Nazi de Paine https://t.co/nQ9JSaCmTs,1466160415960932360,1,0,3,0,,
2235,2021-12-01T21:40:06.000Z,@JLMelenchon Ce vulgaire barbare nazi gaulois ne maîtrise pas les règles élémentaires de la diplomatie,1466160202395402240,0,0,0,0,,
2236,2021-12-01T21:39:54.000Z,@besse_pascale @Naninan01365795 Ils s'en foutent. C'est comme dire à Hitler c'est pas bien ce que tu fais.,1466160149853310983,0,0,0,0,,
2237,2021-12-01T21:39:30.000Z,"@DamienRieu Faire fermer sa gueule à Hitler, Pinochet, Pétain et aux nazis, c'est ça la démocratie.
Ca se construit pas avec vous, mais contre vous, partout.
Hier, aujourd'hui et demain.",1466160050234400769,4,7,10,0,,
2238,2021-12-01T21:39:23.000Z,"@BenitaNtumba Oui car leur relations étaient très bonnes,J'aurai voulu voir l'Allemagne avec Hitler....venir a la rescousse de la france dans un confiit..juste après 1944..,.l'exemple a mon humble avis n'est pas le bon.",1466160018751897602,0,0,1,0,,
2239,2021-12-01T21:39:19.000Z,Mauro Icardi coupe à la Adolphe Hitler il marque à la 92eme,1466160002331197451,0,0,1,0,,
2240,2021-12-01T21:38:55.000Z,"Kolo Muani j’aime bien ce negro, ramenez le nous je le veux https://t.co/98qJbfSxlF",1466159903932829699,0,0,0,0,,
2241,2021-12-01T21:38:25.000Z,@elodiewho C'est pas vraiment une serie mais j'aime bien les Don't tell the bride.,1466159776530944004,0,1,1,0,,
2242,2021-12-01T21:37:34.000Z,"'tasse pleure, négro, toujours en vie, Green Montaign, VVS",1466159562403323908,0,0,0,0,,
2243,2021-12-01T21:37:30.000Z,@OnEstLa54 mon chat il adorais essayer lui foutre des coups de pâtes mais le poisson il esquivais jusqu’à ce jour ou il crève de vieillesse ( plus tard j’achèterai un énorme aquarium et je reprendrais un combattant ),1466159544606900224,0,1,0,0,,
2244,2021-12-01T21:36:48.000Z,année 2000 black blanc beur,1466159369167511552,0,0,0,0,,
2245,2021-12-01T21:36:30.000Z,@cmoikathel @PamyG0AT Demain j'suis la j avais une p'tite crève mais c bon,1466159294588637192,0,0,0,0,,
2246,2021-12-01T21:36:23.000Z,Mais enfin négro ???????? https://t.co/j9KsPSIUUf,1466159267145207815,0,2,3,0,,
2247,2021-12-01T21:36:21.000Z,Vous voulez m'empêcher de dormir ? Je crève de rire là ! https://t.co/I8fFJ21dZm,1466159257896857606,0,0,1,0,,
2248,2021-12-01T21:36:19.000Z,"#PlayingNow le 2ème Saints ""Eternally Yours"". Chris Bailey, l'ennemi juré de Radio Birdman- ""Local chapter of the Hitler Youth"" d'après ses mots. Pas le chef-d'oeuvre des Saints mais 1 album punk d'1 formidable énergie avec cuivres &amp; titres semi acoustiques.
#AustraliaProtest https://t.co/XYOVqqrikf https://t.co/2CegZA53J6",1466159248849702919,0,1,0,0,,
2249,2021-12-01T21:36:07.000Z,"@FranceBis92 @GillesBouleau Tiens un homme honnête ! Il fait tâche cet homme car sur toutes les chaînes ont défilés des gens qui ont dit pis que pendre sur ZEMMOUR et certains avec une telle haine que ça fout la trouille de les entendre tout y es passé nazi,PETAINISTE ,raciste,vulgaire et autres pires.",1466159199646371847,0,0,2,0,,
2250,2021-12-01T21:35:56.000Z,"@lrestistant73 @Annie26971298 La Suisse a toujours été un bastion de la franc maçonnerie.
Pq vous pensez qu'elle a été neutre pendant la guerre? Qui financait Hitler ? En Suisse aussi la démocratie n'est que palabre et aujourd'hui on voit leur vrai face.",1466159152456208387,4,0,7,0,,
2251,2021-12-01T21:35:37.000Z,"@AstroMatPad L'Egypte nègre contre les sauvages du désert :
https://t.co/k2Y0unWOb3

L'Esclavage n'a jamais existé en Afrique ! - Kalala OMOTUNDE
https://t.co/LU4hr8s4ys

https://t.co/1bbSAy60Rb

https://t.co/HnH0l5Sxzh

Les barbares, les sauvages du désert :
https://t.co/iJAWnbK0Qb https://t.co/qbdqAjML83",1466159072214925318,0,0,0,0,,
2252,2021-12-01T21:35:27.000Z,@AfpFactuel @afpfr AFP factuel qui se sert de la propagande de peur de l'immonde Deray pour en remettre une couche sur les enfants qui feraient des maladie cérébrales avec le covid et continuer ainsi la propagande nazi de terreur pour inciter les parents à injecter leurs gosses! Tarés!,1466159031727316994,1,0,2,0,,
2253,2021-12-01T21:34:24.000Z,"@JMenFouDTaVieOK @Kevin10k_ Il va rentrer bientôt, mais ce nazi mais trop de temps à le faire rentrer comme d'hab",1466158766714503168,0,1,0,0,,
2254,2021-12-01T21:34:17.000Z,"Non mais tu trompes ton mari, avec un négro mais derrière ça tu te protèges pas et en plus t’as pas de contraception??? 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭 https://t.co/lFZu3T5a5y",1466158738369351692,4,1,1,0,,
2255,2021-12-01T21:32:39.000Z,Il faut stopper ce réveil nazi ! Arrêter et juger ces coupables de génocide. https://t.co/VQ0uTqeB55,1466158326778105857,6,0,7,0,,
2256,2021-12-01T21:32:35.000Z,"Son ode cachait un «Merde pour Hitler» : 80 ans après, un Résistant mis à l’honneur à #Lyon 👇 https://t.co/1BrActS43t",1466158309946310659,1,0,1,0,,
2257,2021-12-01T21:32:34.000Z,@MatendaEuryck @ABolodjwa Le problème avec Tshilombo est   qu'il ne parle pas un français de petit nègre pour se faire comprendre par n'importe quel quidam !,1466158304120512520,0,0,0,0,,
2258,2021-12-01T21:32:34.000Z,"@CorinneReverbel Et si on la vaccine elle , pour de vrai et pas le placebo mais le no 2 ou 3 et trois doses .... on verra sa tête ... un jour tous ces gens se suicideront et ferons des arrêts de lignée, comme hitler et sa clique",1466158303805911042,0,0,0,0,,
2259,2021-12-01T21:31:40.000Z,@DamienRieu Beh logique que les Français se lèvent contre l extrémisme Fascistes ? Tu as cru que la majorité des français était fachos? Reveille toi! Y a les antifas et les français Anti Fascistes ! Tes nazillons ne sont qu une minorité ! Le modèle de ton pote c est Hitler !Vive la France😘,1466158076814372869,1,0,2,0,,
2260,2021-12-01T21:30:49.000Z,"@mathieudt “Il y a des pays où les gens au creux des lits font des rêves. Ici nous, vois-tu, nous on marche et nous on tue, nous on crève.” (“hay países donde la gente sueña tranquila en su cama. Nosotros, verás, caminamos, matamos y nos murimos”). Imposible no emocionarse 🥲",1466157863034892292,0,0,0,0,,
2261,2021-12-01T21:30:34.000Z,part soup nazi,1466157801328238593,0,0,0,0,,
2262,2021-12-01T21:30:27.000Z,J'ai vraiment passé deux super bonnes journée entre la soirée d'hier et la journée avec Océane aujourd'hui mais maintenant je suis vraiment CREVÉ,1466157774329552899,0,0,0,0,,
2263,2021-12-01T21:29:30.000Z,Deuxième Guerre mondiale : De nombreux étrangers réfugiés en France se sont levés pour lutter contre l’envahisseur nazi. #LGLF5,1466157531999440897,0,0,1,0,,
2264,2021-12-01T21:28:59.000Z,"@VerbalK35459070 En aérant 10 mn toutes les heures en hiver,
On va surtout choper la crève !",1466157403519471616,1,1,12,1,,
2265,2021-12-01T21:28:52.000Z,"@_MarcoPolo___ @nfaure_ @omorley3 Absurde: Hitler avait une conscience ethnique forte, et n'était pas philosemite. Staline a quémandé l'aide des alliés. Il était également très anticlérical",1466157375883259905,0,1,0,0,,
2266,2021-12-01T21:27:59.000Z,"@sl3nd3r_b0y @VinS_Ssb @izi_dream @DaFinguysMaster Mikasa, Etron, et Hitler quand ils doivent se battre contre les Gitans, je sais pas j’ai jamais regardé https://t.co/yWcKL17Zke",1466157150540115972,0,1,0,0,,
2267,2021-12-01T21:27:28.000Z,Explddrrr la fin je crève 😭😭😭😭😭😭😭😭😭😭😭😭 https://t.co/SSI6l2qW6Z,1466157022819278860,3,0,5,0,,
2268,2021-12-01T21:27:23.000Z,@ntsvvr mais nous on va se coltiner l’encore stage dope+Fire+idol jusqu’à on crève,1466156999452893188,0,1,1,0,,
2269,2021-12-01T21:27:21.000Z,Obliger les gens à participer à  une expérimentation de recherche sur des vaccins génétiques hitler en a rêvé Macron le fait? https://t.co/dq5BCh8xNm,1466156991479431174,0,0,0,0,,
2270,2021-12-01T21:27:13.000Z,allez prn va te faire enculer je me suis faite spoiler creve sérieux https://t.co/AOlpMPLKfV,1466156957870473217,0,0,0,0,,
2271,2021-12-01T21:26:59.000Z,"@_MarcoPolo___ @nfaure_ @omorley3 Germains ne veut pas dire blond aux yeux bleus, c'est toi qui est réducteur: les Alpins sont des germains également, les Saxons, les Lombards, etc. Tu associes un phénotype à une race (sûrement du à la propagande intensive à ce sujet)
Dire qu'Hitler et Staline sont proches est",1466156899825504261,0,2,0,0,,
2272,2021-12-01T21:26:35.000Z,@MichallePARAIS #Negro je partage ton point de vue...,1466156801129426947,0,0,0,0,,
2273,2021-12-01T21:26:06.000Z,Mbappe negro malo la concha de tu madre,1466156675744907270,0,0,0,0,,
2274,2021-12-01T21:25:55.000Z,MAIS CREVE LA NOISETTE,1466156633151713280,1,1,3,0,,
2275,2021-12-01T21:25:27.000Z,"@adelhbr_ @Pembzzz Et qu’en est-il pour Hitler qui se serait tué au lieu de se faire prendre ? Les auteurs des attentats suicides ? George Flyod ? (Attention, il n’y a pas de parallèle douteux ici. Juste des exemples différents)",1466156513383358469,0,1,0,0,,
2276,2021-12-01T21:25:18.000Z,"LREM continuera de laisser les restos frauder le fisc à condition qu'ils se soumettent au passe nazi et tolèrent des descentes de flics à tout bout de champ, y compris pour aller pisser entre deux matraquage de Gilets Jaunes, tabassage de grand-mère et gazage de SDF. https://t.co/yT5eNcg6HR",1466156476796387330,0,0,0,0,,
2277,2021-12-01T21:25:13.000Z,"@MrBarbouille @ZemmourEric Le mieux c'est de voté contre lui en masse sinon
 Hitler mais israélien nationalisé francais",1466156456886128640,0,1,0,0,,
2278,2021-12-01T21:24:58.000Z,"@greve_generale @ArnaultRaphael [...]le parti nazi est nettement anticapitaliste et orienté à gauche, du côté de la classe ouvrière[...]

Bon, je comprends bien qu'historiquement la gauche a contribué aux pires atrocités mais cessez de vous voiler la face pour justifier vos attaques contre Zemmour.",1466156394600620032,0,1,0,0,,
2279,2021-12-01T21:24:57.000Z,@Carolinaily @Numerama À quoi sert le pcr et le Nazi-paSS avant de monter cdans l'avion .Qui sont cons. 🤣😂,1466156388141477890,0,0,0,0,,
2280,2021-12-01T21:24:23.000Z,"@Kohlerderien Mon pauvre Balladur n’est pas zemmour, zemmour est le frère de Hitler en 35 nuit des couteaux tu sais l’inverse",1466156247057584141,0,0,0,0,,
2281,2021-12-01T21:24:18.000Z,Je suis un texan swagg… mes ancêtres les cow boys qui chassée du chicanos🇲🇽 auraient honte de leurs descendance si ils me verraient écouter des musiques de beur du sud sous flash oasis grey goose https://t.co/ipdrC7E8u2,1466156222793633793,1,0,6,0,,
2282,2021-12-01T21:23:51.000Z,"@MarechalLGS Ouin ouin ils pouvaient pas savoir c'est une coïncidence, facho, nazi, circulez y'a rien à voir",1466156112412086272,0,0,2,0,,
2283,2021-12-01T21:23:26.000Z,@Rosebud_94800 @GuillaumeBarucq C'est ton cul qui va avoir mal pauvre nazi,1466156006443036672,0,0,0,0,,
2284,2021-12-01T21:22:59.000Z,"J’ai rencontré une Norvégienne, c’est le moment où jamais d’étaler mon immense culture littéraire en disant à quelqu’un que j’ai lu Knut Hamsun mais c’est à double tranchant car elle risque de savoir que c’était un nazi comme je l’ai appris après coup avec honte",1466155891632267268,0,2,44,0,,
2285,2021-12-01T21:22:57.000Z,@DorianSchard C’est un gros negro muscle,1466155886599102464,0,0,0,0,,
2286,2021-12-01T21:22:35.000Z,"@jesuisgavroche @francoisedegois Hitler n'a jamais été élu, ila été nommé par le chancelier Paul von Hindenburg c'est une légende https://t.co/05qRID3rY9",1466155793296855055,0,0,0,0,,
2287,2021-12-01T21:22:19.000Z,@greve_generale @ArnaultRaphael Et vous allez me dire qu'Hitler était de droite ?,1466155723537235969,0,0,0,0,,
2288,2021-12-01T21:22:18.000Z,@aklegonedu69 @stylidix @estac_officiel @AlvaroGonzalez_ Faire pareil voir pire 😂😂😂😂😁😂 ok on fait pire que votre negrophobie et votre nazisme. C'est comme les reubeu de Paname et de Lyon qui appele les marseillais les rat. Vous avez des cerveaux malade sur ce tchouss avec vos faux combats,1466155720395612170,0,1,0,0,,
2289,2021-12-01T21:22:04.000Z,22:22 crève stp vrmt enterre toi même et n’en ressort pas,1466155662409453569,1,0,1,0,,
2290,2021-12-01T21:21:56.000Z,@Vendeur2Prfum On l’a acheté crevé c pas possible sinon,1466155630226518025,0,1,0,0,,
2291,2021-12-01T21:21:22.000Z,"MIROIR MON BEAU MIROIR, dis moi qui est le plus nazi !
Pour ceux qui ont peur de se couper, il existe des feuilles autocollantes effet miroir pas cher du tout 😘 https://t.co/QR0OsnaWdQ https://t.co/lFm7QnvKqX",1466155485262983169,1,0,1,0,,
2292,2021-12-01T21:21:00.000Z,@laureej2 Moi je comprendrais jamais comment des fdp on fais leur vie normalement comme sa sans être en prison sans rien tout se temp ben j'espère qui vont crevé en prison sa me brisé le coeur cette histoire sérieux ........,1466155395844612099,0,1,0,0,,
2293,2021-12-01T21:20:56.000Z,"@greve_generale @ArnaultRaphael Oui, très cher, le fascisme n'est pas une exclusivité de la droite, elle existe également au sein de la gauche : comme le parti d'Hitler.",1466155376538267656,0,2,0,0,,
2294,2021-12-01T21:20:45.000Z,@PoppaeaSabina @LaRedTV kast es nazi. POR DONDE SE LE MIRE.,1466155330728038413,0,1,3,0,,
2295,2021-12-01T21:20:31.000Z,Un néo nazi https://t.co/L2v1xdSnwK,1466155271579963400,0,0,0,0,,
2296,2021-12-01T21:20:21.000Z,"@LeVraiPunisher @TeamYouTube Gg a @SPIDEReGAMES il vole de l'argent sur des gamin qui creve la dalle mais c'est a des personne honnête que on nique tout 

@SPIDEReGAMES au lieu de continue tes live a 2,50 sur ta PS4 de clochard va au cirque il y a une place pour toi",1466155231486615553,0,0,1,0,,
2297,2021-12-01T21:20:15.000Z,"@Oliver23351201 @Ashhh_Fr @jeromesgalo @Qofficiel Ça ne rend pas plus humain de donner la priorité à un mec loin quand t'en as un, certes pas aussi charmant, qui crève de faim deux rues plus loin. 
On appelle ça de l'hypocrisie, dans un monde normal.",1466155203674128397,0,0,0,0,,
2298,2021-12-01T21:20:10.000Z,"Je tiens à remercier celui ou celle qui m'a refiler sa crève.
Bien sûr c'est une boutade (je déteste cette personne intérieurement) !!",1466155185999433732,0,1,1,0,,
2299,2021-12-01T21:19:52.000Z,"@colerenoire Les nerfs en prennent un vieux coup t'en crève a petit feu moi je me suis déclenché plein de trucs auto immune et complètement psychosomatiques, j'ai démarré les cartons...et d'un coup je me suis dit non je suis chez moi. C'est important je vais me défendre 😡",1466155109235236869,0,1,0,0,,
2300,2021-12-01T21:19:52.000Z,J’ai l’impression que Sampaoli a bridé Konrad 🇺🇸 et l’empêche de jouer avec ses forces. Il ne va plus du tout provoquer et tenter de prendre son couloir. #TeamOM #FCNOM,1466155108484452354,0,1,2,1,,
2301,2021-12-01T21:19:39.000Z,@_Nogata en vrai si tu veux tout savoir c'est juste qu'actuellement j'ai une flemme immense de tweeter sur certains trucs (je suis crevé chaque soir) et puis j'ai pas le temps d'être trop sur twitter!,1466155056210890760,0,1,0,0,,
2302,2021-12-01T21:19:19.000Z,"Puis mon patron m'a menacé de crevé mes pneus parce que je voulais démissionner. Et on s'étonne encore que j'ai que les mots lutte des classes à la bouche mdr
En y réfléchissant bien, c'est peu étonnant",1466154969170653193,0,1,0,0,,
2303,2021-12-01T21:18:21.000Z,@ma_nouel Ils sont fort ces gens. Ils te font comprendre gentillement que tu n’es qu’un numéro du système déguisé en nazi,1466154727914287106,0,0,1,0,,
2304,2021-12-01T21:17:45.000Z,Mais les nègre dans le space sont des salope je pleure,1466154578450202626,1,0,1,0,,
2305,2021-12-01T21:17:32.000Z,@__Nabiil Wsh il est entrain de bridé une voiture de sport,1466154523760676864,0,0,0,0,,
