avis1;text;id
0;"Les décès massifs qui ont lieu en Afghanistan et dans les pays communistes chinois ne sont pas signalés, comme l'ont fait Hitler et Staline. 
https://t.co/o0PsRVbfEI";1466388858182856716
0;@clns69 mdrrrrr c'est bon vas y creve;1466388701748117507
1;Sans ton début de saison tonitruant tu mérite mm pas le top 10 sal arabe https://t.co/Y9iep6nHWj;1466388670022393864
0;"Cohn-Bendit a dit ""HITLER AUSSI"" sept fois en référence au chiffre sacré du zoroastrisme.";1466388474177671175
0;J'ai revu mes potes de mon ancienne école ils m'ont trop manqué ça m'a fait un crève-coeur 💔;1466388443915763719
0;@Yassa_Poulet Mdr il est plus jeune que moi je crève;1466388378769833984
0;@flr_louis Après Pétain, Hitler, Bolsonaro et Orban voilà Zemmour comparé aux génocidaires du Rwanda et de Serbie ! C'et toujours aussi bête mais au moins c'est original.;1466388190030409734
1;@MathsRouge Ce #sauvadet est un nazi !;1466388103556329474
0;on s'en sort ou on creve à deux https://t.co/2W7ql1lmPD;1466388040520278018
0;@HenriLemieux1 @DylanKujo2 Toujours bon de rappeler que le salut nazi est une jojo référence;1466387968097148933
0;@NelsonLeOuff j'ai la creve et je suis pas aller en cours depuis lundi;1466387927865384965
0;"@rougeyronpierre Excellent entretien, intelligent, appréciable à écouter.
Notre société crève de trop d'irrationnalité et de la crise de sens.

Le sens et la raison, deux éléments à reconquérir et à transmettre.";1466387846445608966
1;@canal_philippe @CommanderTorenn @max3172 @AlainDuhamel C’est vrai, Zemmour n’est pas Hitler: il lui manque la moustache.;1466387744951832578
1;« L’émotion est negre et la raison hellène » … https://t.co/Zy1nwlmm04;1466387623006593028
0;J’ai vu trop de tweets comme ça ptdrrr ça crève les followers ici https://t.co/02WZ2CtxMv;1466387488126259205
0;"@Azaros8888 @nicolasputsch @RENEmariefranc1 @RemiTell @radiocourtoisie @Houdiakova Ils en prendront une centaine, pour l'exemple, à la déloyale, à 10 Pandores contre 1.

Ils ont crevé des yeux de gilets jaunes, alors des non vaccinés qui pourraient les tuer en leur soufflant dessus, vous comprendrez bien qu'ils n'hésiteront pas à (ab)user de la manière forte.";1466387417762521092
1;@ZohraBitan @RERB Vivre la France black blanc beur !;1466387092989169675
0;@ceciestmontweet J'oubliais la veste rouge de #pécresse qui crève l'écran...;1466387027654586370
1;"Manipulation par les sectes, ça se voit, j'appelle ça une secte Nazi

Y a 3 très grosses sectes dans le monde, faut juste savoir si ça travaille seul, à 2 ou à 3

Ne pas oublier que ces sectes sont dispersées partout dans le monde et étrangement, nos gouv n'ont pas peurs de nous. https://t.co/pU2dgviBQg";1466386604432441345
0;"@pathou1 J'ai un argument MÉDICAL qui devrait contenter tout le monde à propos du sucre : 
Le cerveau à lui tout seul consomme près de la moitié des sucres/glucides que vous absorbez! 
Fais que...
Se lâcher la bride une fois de temps en temps ...
Ça ne peut pas nuire à la mémoire ! 👍🤓";1466386523058626563
1;@Zou_Pequenho777 t'écoutes un rebeu qui dit négro? je t'unfollow;1466386497901314052
1;"@lynns68gwada971 Les gueux sont trop occupés à se mettre sur la gueule 
entre black-blanc-beur 
au lieu de se regrouper pour aller les chercher 

parce qu une manif le samedi 2h l'après-midi 
avec une pâquerette dans le Q
 ça n a toujours pas eu d'effet lol";1466386397561032705
0;"@ManonCantin49 Ça fait des DÉCENNIES que la vaccination est obligatoire pour certains vaccins en France.
1938 pour la diphtérie, 1940 pour le tétanos, 1964 pour la polio... etc.

Mais peut-être pensez-vous qu'on est un pays nazi depuis 1938 ?";1466386388945883140
1;Guillaume c’est vraiment le fils aîné d’Hitler;1466386356310056962
0;@Gonzo44400 @CeliaDupont9 Famille tous vax. Mon frère de 40 ans souffre d'anémie et ma soeur de 43 ans n'a plus ses règles (pourtant ménopause très tardive chez les ancêtres). Depuis le vax ils ont toujours la crève.;1466386236805943296
0;@PinkGeekCOD Team a la crève aussi 🤣🤣;1466386185979416577
1;"@Pleinsoleil13 @ane_trotro21 Manipulation par les sectes, ça se voit, j'appelle ça une secte Nazi

Y a 3 très grosses sectes dans le monde, faut juste savoir si ça travaille seul, à 2 ou à 3

Ne pas oublier que ces sectes sont dispersées partout dans le monde et étrangement, nos gouv n'ont pas peurs de nous.";1466386128152444936
1;@StephaneP71 @J_Bardella @F_Desouche @RNational_off Ne pas oublier Stanislas proche des néos nazi ! https://t.co/AqNhWfLUzR;1466386099216035842
0;"11H : Je veux me suicider à cause de la playlist
12H : Je me rends compte que ca sert à rien vu que je crève dans 12H
13H : je pleurs d'avoir déjà perdu 12H
14H: Merde encore 1H de passé je dois faire un truc
15H : je range histoire qu'on retrouve pas tout en bordel";1466386008241496069
0;C'est pas très compliqué moi j'ai beau avoir la peau très claire j'ai su où se trouvait ma place la première fois qu'on m'a traité de sale negre. (Occasionnellement de bougnoule aussi même si je suis pas du tout arabe) https://t.co/jSiLjnq9Ju;1466385965325369353
1;@MichelleTouss20 Quand j'ai vu que des pays non vaxx s'en sortir mieux que nous. Ils nous prennent vraiment pour des quiches. L'Europe n'a décidément pas changer ... esclavagiste, colonialiste, xénophobe et nazi. Mnt c'est plus que l'Allemagne, c'est toute l'Europe.;1466385673582268428
1;"Je connais la chanson sale negro rentré chez vous.
#EricZemmour";1466385569492213761
1;@JCEV15 @Dadoudidonk @malopedia Ca s oppose au culte de l histoire (dont Zemmour fait preuve, dont Bennito Mussolini a fait preuve, dont Adolf Hitler a fait preuve);1466385555923640322
0;"Des substitutions de personnes (v. utilisations de sosies à Grande-Synthe, un labo nazi) ont-elles lieu à l'occasion du déplacement d'Emmanuel MACRON aux E.A.U., Emirats Arabes Unis ?
#EAU #MoyenOrient #Economie";1466385511279386631
0;@GPB80 @MeertThierry1 Non c 'est Axel kahn qui souhaitait ça , mais il ne pourra jamais le faire car il est crevé d 'un cancer depuis .C 'est paradoxal car il  présidait d 'ailleurs la ligue contre le cancer .;1466385452315906053
1;"jzhzjzhzhzjhz jsuis mooort ""negro di merda"" les italiens sont vrm des fdp 😭😭😭 https://t.co/96FpFxZVzX";1466385210887528452
1;@Thinker_View Aucun patriotisme n'est excusable dans cette France fasciste dégueulasse asphyxiée corrompue jusqu'à l'os, raciste, débile, dégénérée, arriérée, vouée à la destruction. Pays de nazi de lâches et de collabos !!! Dieu vous maudit !!!;1466385170236325895
0;"@Valeurs Une fois de plus les réseaux sociaux choisissent leur camp !
Toujours le même, celui de la bien pensance, non pas quant au contenu visuel mais plutôt quant aux idées défendues, sa crève les yeux !
Dommage que beaucoup de nos moutons de compatriotes ne comprennent pas ça !!!";1466384782066126852
0;Aujourd'hui on m'a dit que j'étais une toubab. J'ai le seum.;1466384727930253314
0;@Jean_Bond1 @EricGuillemet @_Dogeatdog_ @BFMTV Ouais mais ce qu'à oublié cet inculte, c'est que ce sont les socialistes qui ont donné les pleins pouvoirs à Petain... Hitler était un socialiste, Staline un communiste...;1466384699832610816
0;"@IllanaWeizman Il n'est pas comparé à ""un"" virus, il est comparé au covid qui fout le bouzin sur toute la planète, alors que lui c'est juste en France.
A la rigueur je verrais plus un problème avec ""parasite"", mais si on parle de calamité ça me va tout à fait.";1466384552570589184
0;@type_lumina J’ai tout ce qu’il faut fait tout de même froid negro;1466384518898667531
0;@retourduduc Adolf Hitler était contre le prénom iel, je l'ai lu dans un livre de socio. C'est très très grave !;1466384509092483072
1;@francoislegault Laisse faire esti de traitre qui a enlevé les droits parentaux pour les donner aux esti de pas bon de la DPJ sans que personne le sache avec votre nouvelle loi. Té un esti de Hitler.;1466384467304534020
0;@ludovic_oh @UPR_Asselineau Ben dès 33 on savait que Hitler haïssait les juifs, le type a même écrit un livre pour dire ça. Donc tout rapport avec l'actuelle situation est forcément fallacieux;1466384451047505924
0;@Yeuv2LaTagne @libe @GLthinktank Hitler était socialiste.;1466384391215755264
1;On comprend mieux les raisons pour lesquelles @ThFerrier travaille encore au Ministère de l'intérieur malgré ses prises de positions favorables à rebaptiser des boulevards au nom d'Adolf Hitler ! 🤮🤮🤮🤮 https://t.co/9zwo4vaY7C;1466384380520275973
0;@Julien_008 @tullzter @libe @GLthinktank Le socialisme a aussi donné Hitler, Mussolini, Mao, Pol Pot, Staline, etc. Que des démocrates, pour sûr !;1466384250412974082
0;#Hitler Dédicace #Collabos https://t.co/h96WKqQc5O;1466384249259503621
0;@gentilhomme_v Votre prof est un imbécile,  Zemmour aime la France, contrairement a Hitler qui voulait la détruire ...a t'il oublier les camps de concentration votre prof ? Une honte de comparez Zemmour a cette raclure;1466384245526564866
1;"@Thierry_PELTIER @lemondefr Rien de nouveau. Pour ce qu'il en dévoile, Zemmour a un programme économique de droite. Dure. Il perpétuera le système. Comme Sarko, Hollande, Macron. Ou comme le ferait Le Pen.
Plutôt Hitler...";1466384216321675267
0;#Hitler Dédicace #Collabos https://t.co/DU9sbnDBTx;1466384126815178753
0;"Plus James Bondable que lui, tu meurs.
Ça crève les yeux qu'il est taillé pour le rôle 😍
#JamesBond  #HenryCavill https://t.co/wWIwc8Lral";1466384110319030285
0;#Hitler Dédicace #Collabos https://t.co/EnF8n2VJH8;1466384010586857475
0;Tous de vrais gauchistes , la grande révélation de ce paradoxe. Nazi c’est la contraction de : national-socialiste. C’est pas moi qui l’invente. Les violentes dérives humanistes viennent de la gauche !!! https://t.co/ISt13TjJCP;1466384003813064708
0;#Hitler Dédicace #Collabos https://t.co/fkiVM9MXkV;1466383841707372550
0;Ton européen merveilleux, on en voulait déjà pas , alors occupé toi de tes fasses et degage, creve toute seule,voilà ce que je ressent pour ce genre de personne.  Une ordure https://t.co/P65acDdLNx;1466383709247000586
0;#Hitler Dédicace #Collabos https://t.co/pm5mGWIDh1;1466383630431932418
0;@SamuelTomei Mais justement. Si nous avions été jusqu'à Berlin, pas de Hitler, peut être pas de seconde guerre mondiale, pas de Shoah. Voilà pourquoi c'est passionnant et complexe.;1466383615420510214
0;#Hitler Dédicace #Collabos https://t.co/hesHS1mRq0;1466383399006912515
0;@AymDeheurles @ObnoxiousJul Dans ma boulangerie ils ont appelé ça un « merveilleux ». Moi aussi j’ai le souvenir du nom « tête de nègre », c’était un peu raciste c’est vrai, c’était le siècle dernier !;1466383159881342984
1;"@Julien67753394 @philippeherlin Qu’est ce qu’il y a comme aspirants nazi, chez ceux à qui on donne la parole!
Raz le bol, s’il ne rende pas cette merde obligatoire, c’est uniquement pour s’éviter les procès";1466383125886517261
1;"Travail pointu et pédagogique de Karim El Hadj, donnant la parole à Robert Paxton pour réduire à leur stupidité scélérate les assertions du journaliste raciste candidat, quant à la pseudo protection des Juifs de France par Pétain pendant l'occupation nazi.
https://t.co/cU1RFGavZt";1466383085776297986
0;@Thierry_PELTIER @lemondefr Plutôt Hitler que le front populaire c'est la devise des capitalistes .;1466383050082856960
0;@morgana_sterns jme fais chier en cours et je crève la dalle si ça peut te rassurer;1466382766178803715
1;Oliver Khan ça se voit il est raciste aucun noir ou  arabe mate de peau ne pourra marqué. Un gardien bien nazi bien 3eme reich https://t.co/z9LiPR0RJU;1466382716086140933
1;Nazi de paine #MichaelKastMV;1466382534556585990
1;@mnrvplus Muller en fourche langue ça veut dire « Hitler » , y’a aucune autre explication possible;1466382386061533190
1;#EstelleMidi Oui il faut supprimer la redevance télé... Ça me fait chier de payer pour engraisser le nabab nagui ou ruquier pour les émissions débile . Ça fait chier de payer pour une pseudo humoriste qui s amuse en rigolant comme une pouf à faire des moustaches d hitler.;1466382310576640002
1;"@21Axory Je suis un nazi les @lazio_e aussi ? Bref Mr le sociologue va te branler sur Bengous et tes racailles cagoulés qui ""nique les morts sur le vieux port"", bande de débile profond";1466382038123098114
0;@Dadoo5152 @CommanderTorenn @max3172 @AlainDuhamel Étonnant comme le fascisme rouge (pcf, lfi, npa, lo, oxfam, attac, cgt, sud) bénéficie d’une immunité morale, alors que lepen et Zemmour sont vite qualifiés d’esstreme drouaaate, sans aucun effort d’analyse.., et sans aucune raison intelligente.., non Zemmour n’est pas hitler..;1466382025519214596
0;"RDV ici pour dégriser les collabos : https://t.co/yKtJrb4MF1
Plusieurs témoignages de Citoyens Allemand, avant et après l’avènement d’hitler ! 

Les ressemblances avec l’escroquerie covid font froid dans le dos. 

Surtout des policiers et des collabos qui cèdent pas pression ou";1466381989553053700
0;@BeaDeconinck Bon appétit Béa 😘 😘 moi, je m arrête pour manger tranquillement. Pas envie de rechoper la crève 😁😁😁 belle après-midi à toi 😘 😘 😘;1466381846703443968
1;STOP à la propagande digne d’un régime nazi https://t.co/lbSYuVsxZH;1466381754118328327
0;@gkierzek plein de bon sens. ils le savent. leur but ce n'est pas notre santé, ça crève les yeux désormais.;1466381703384076292
0;@CNEWS Çà devrais être obligatoire jusqu’à combien de dose par an ! ! !  Jusqu’en qu'on en crève !;1466381700372463619
1;@MarianneleMag Un peux comme Hitler c'est sa 🤔😁;1466381659612327936
0;Une des séries que je vais débuter l'an prochain et qui aura sa place pas loin de Bride Stories et Isabella Bird. https://t.co/1wT0REPj3J;1466381303394230272
1;Bamboula aux Impôts et domaines : Avec un déficit de 200 milliards, le DG se tape un appart à 600 millions F CFA, équipé à 432 millions F CFA et... https://t.co/QMOEEc0jJ5;1466381284519915525
0;@nerdjockrights Je crève;1466381278580772874
1;@bengfalco Bah je préfère être un rat que un nazi;1466381177506443274
0;@ioFaMtsEadO Genre la, tu t’es réveiller et tu t’es dis « eh mais hitler il est pd ? »;1466381172745900035
0;On m'a accusé d'être un nazi et un agent de l'OTAN mdrr https://t.co/7dMiwgWjal;1466381115430739971
1;@VifMeme @Frexit_Memes Quand on court après l'homme providentiel charismatique, on finit avec Macron dans le meilleur des cas et Hitler dans le pire des cas. Il faut que le candidat s'efface derrière le parti du peuple souverain !;1466380965178224643
0;@HunterBroly @David_Payan2 Mdrrrr qu'est ce qui prouve quoi ? Sérieusement ta mauvaise foi creve le plafond, j'ai fait tout les halo j'ai trouver ça vraiment tres moyens, pas envie de m'intéresser à l'univers d'un jeu que j'ai trouvée osef/20;1466380915869990917
1;@KhanNRachel remet au goût du jour l'hygiénisme nazi, c'est ce qu'est l'obsession de vacciner tout le monde avec des trucs qui n'ont aucune utilité pour 90% de la population qui ne développe pas la maladie. Rachel Khan fait partie de la commission Bronner. https://t.co/aomC1AFecd https://t.co/SvVMRiPwo4;1466380496326246402
1;@libe @GLthinktank Zemmour est un mini Hitler.;1466380487606349828
1;"@Fabien_Roussel @AssembleeNat Je n'accepte pas les leçons de morale d'un député se revendiquant ès-qualité d'une internationale communiste qui a:
- La palme d'or des assassinats politiques dans l'histoire
- Le Pacte germano-soviétiqye avec Hitler
- L'échec économique et électoral absolu partout dans le monde";1466380249332174849
1;@nrnmsis Les bulgares ils aiment trop être nazi jsp pk;1466380027470176266
0;@FredericLefevre @boycottqatar22 Ca va être un crève-cœur.;1466379846926352384
0;@kevinbossuet @CNEWS Cancel culture d'un professseur d histoire épisode 37373738 le type je voudrai bien le voir en 1934 en train de parler d'Hitler. Mais oui laissons parler hitler vous lui tomber dessus, j'ai envie d entendre les souffrances qu il dénonce;1466379511168176128
0;J’ai dormi 8h cette nuit, mais je suis crevé et j’ai mal au crâne… 😭;1466379189104386058
0;@Playerlink09 Oui je le bride dans sa créativité ..😋;1466379150093135880
0;"@Christi22917002 Ce serait une  utilisation frauduleuse si Zemmour faisait dire quelque chose en sa faveur par Johnny.
Décrire une époque n'est PAS de la propagande.
Écrire un livre objectif sur l'histoire du nazisme n'est PAS être nazi.";1466379027426512896
0;"@KakitaRyoichi Bonjour, désolé de débarquer mais le sujet m'intéresse. Perso j'ai tendance à dire que le fascisme est italien avant tout (et par contre absolument pas d'accord avec nazi=gauche) mais outre ça, en quoi c'est - efficace de qualifier Z de ""pétainiste, révisionniste, xénophobe..."" ?";1466378801382768641
0;"j'en ai marre des ""repost dans ta story si t'es contre le viol etc..."" j'repost pas j'me sens nazi sexiste et tout alors que j'soutiens ces causes mais on dirait une trend en mode les chaînes de 2015 💀";1466378779228573698
0;@Joe4967038 @so_mkb @ConflitsFrance EXTREME CENTRE ??? Encore un néologisme, décidément, ça fait beaucoup. Pétain était ultra conservateur, il a servi l'Allemagne Nazi sans même qu'elle le demande dès le début sans même qu'elle le demande.;1466378750816309254
0;@JerryMbayo @MereTheresia Celle d’Hitler aussi?;1466378723389841409
0;@Lellachula Ici sa crève 🕺🏽🤘;1466378171729776644
0;"@coco30330 @Lizzie_Borden_ @M6 Vous avez raison.
Nonobstant cela, et en dépit du talent de l'acteur, force est de constater que l'impressionnant charisme de Freddie Mercury ne crève pas l'écran dans ce film. 
P.-S. Je précise que je ne suis pas Queenolâtre...";1466377948353683456
0;Tu manges un bonbon à la gélatine 15 minutes après ton pneu est crevé… plus jamais;1466377932453171200
0;@BeatriceGurrey @lemondefr Il semble donc que le régime de Vichy eut été plus nazi que les nazis eux-mêmes. Les nazis ont été top avec nous : peu de moyens déployés pour la répression, quelques forces armées seulement sur notre sol… finalement, heureusement qu’il y avait le IIIe reich pour nous canaliser.;1466377605293166601
0;Jolve t’as fait une masterclass négro tu es officiellement le Boss du jeu;1466377400049098755
0;@devilcryin actuellement en train de graille, je crève la dalle. courage pour ta journée.;1466377394386882567
0;La grasse mat' parfois ça a du bon. Même si c'est après une nuit de créativité et que je reste crevé. Pfiou, vivement la sieste.;1466377387453693959
0;@ItsnotRoms Tout ceux qui disent qu’il est bridé, vous auriez pas osé dire ça si c’était Son et non Hakimi;1466377373633462277
0;"@MrBasabose Ba ko yeba, le nationalisme Russe a fait tombé Napoléon &amp; Hitler !  Tout ça c’est de la tension inutile, pourquoi aller provoquer quelqu’un dans son quartier ?";1466377333594628098
0;https://t.co/4IA544W1oC Hassan 29 ans recherche relation sexe uniquement avec homme 30 à 50 ans sur Marseille #Marseille #abs #PACA #France #Europe #gay #gaymarseille #gayfrench #gaylokal #rencontre #ttbm #gayactif #beur #Date #dating https://t.co/9xrFLeFx7J;1466377297209049088
0;Je suis crevé sah;1466377215424217089
0;N’oublions pas qu’a l’époque nos ancêtres avaient l’arc 14-18 + Hitler + 39-45 + guerre froide c’est rien à côté du covid… https://t.co/SalNymtpSh;1466376844245151753
1;@Un__Random @naturlbxrnkillr Je savais deja que t'etais nazi toi;1466376673713131522
0;Les @Ed_Flammarion publient une biographie-fleuve d’Adolf Hitler, sous-titrée « Le Monde sinon rien ». Brendan Simms y démontre à quel point le monde anglo-américain l’obsédait et pourquoi le volk allemand faisait chez lui l’objet de circonspection. https://t.co/VUjEygqGNt;1466376611268227077
0;@xomadafack Lui tkt il sera pas bridé il roulera a côté de toi;1466376567429468161
0;@ManonCantin49 Pendant le période nazi l’État autrichien n’existait plus, voilà, je sais pas comment un État inexistant pouvait imposer quoi que ce soit;1466376455231881218
1;@Hm_stmlr oh le compte bien fn bien nazi qu'il a ce bougre;1466376441071874049
1;@GaspardGlanz en même temps mettre en avant la symphonie dirigée par un nazi convaincu, c'est peut être pas très pertinent.;1466376394603126792
0;"@Oliv_nissart @CNEWS Moi j'ai des effets secondaires du surprenne au mélange des nvx vaccins parce qu'enfant je n'en avais pas
Dc j'ai qd même fait celui de la COVID et merde effet secondaire mais on s'en fout des personnes comme moi, je n'ai pas de terrain allergique mais pour le bi1 comm1
Je crève";1466376340307943426
0;Rois de rien du tout c juste qu’on crève la dalle on mange et on remange les miettes comme des rats, ces gros clochards là ils veulent rien sortir ptdrrrrrr https://t.co/lc0rpL0ZWe;1466376326881947652
0;"A #Lille, furieux d'avoir été renvoyé, il crève les pneus d'une voiture de sa société. Il a été interpellé et placé en garde à vue 
https://t.co/KpupMmZaeg";1466376287220547592
0;"@FionaLazaar @E_DupondM @AN_DroitsFemmes @RixainMP @BCouillard33 @celinecalvez @BattistelMarie @brigitte_liso @G_GouffierCha @AlbaneGaillot @GaelLeBohec #Proces #GeorgesTron @E_DupondM décalre ""À [sa] place, je vous sauterai à la gorge""

Un antiféministe, égotique machiste et vous le remercier pour son engagement.

Il a été honoré de défendre #Merah, doit-on le remercier pour son engagement contre le terrorisme ?";1466376081024458756
1;"@Henintsooaa Hitler avait plus de stat que Merkel pourtant on ne veut pas de son retour 
(Blague limite ?)";1466375969875374083
1;Par pitié évitez de faire les grammar nazi quand vous savez pas écrire je vous en conjure vous êtes trop nazes;1466375918440624135
0;@Mustinefustine @malopedia Je suis sans voix … aimer son pays, sa culture, ses traditions, ses paysages, son patrimoine ne fait pas de toi un nazi 😂 c’est tout à fait vertueux faut arrêter;1466375877185388547
1;@cinqone @dawnwreck Wola et lui en dirais un nazi avec sa tête en dirais un coup de poing;1466375782222249988
0;@Yunees16 @Shaunzpro Je sais pas comment tu fais mek m, déjà avec le chauffage sur 20 je crève de chaud mdr;1466375723086712836
0;J’ai bloquer ma famille sur whatsapp je suis vraiment une sale race;1466375667671609348
0;de toutes façons, c'est une mascarade. personne n'est mort et le masque sert à rien #nazi #GiletsJaunes;1466375513241436166
0;Ah je crève de froid;1466375218318958601
0;@Weatherboy_fr @ButchCoolidge11 @DamienRieu Bah oui c’est les français qui ont élus hitler c’est connu… génie !;1466375133606649857
0;@mormach Pitoyable cette information dirigée !!! On en crève !!!;1466375118645567499
1;@WillyForest C est une obsession chez toi le Melenchon?🤣 tu crois qu il y a que lui comme opposant le nazillon fragile!! Va au meeting de ton hitler et fait pas chier 😁 à croire qu il y a que les antifas🤣;1466375003675496449
1;"Hitler n’a qu’à bien se tenir 

La relève est là https://t.co/SajEIvJxNC";1466374956200214536
1;@jepousse10kgau Inscrit toi sur le site rejoint mon groupe de nazi;1466374777128501251
1;@Delc0_ Sah tu peux l dire le plus gros nazi l'enfant de Hitler;1466374776654606344
0;@Alextrxm Quand, certains jours, on est un pneu crevé;1466374709210193925
0;@luis53057371 @BFMTV Ptdrrr Éric carrément on l'appelle par con petit nom maintenant d'accord. Et sinon Hitler il était gentil ou pas du coup? Vous m'avez pas répondu;1466374484429049863
0;Cette crève monstre encore, à croire j’ai pris un abonnement;1466374292099190788
0;@LarryBambelle6 @txipironcito Hitler en a rêvé l'UE le fait !;1466374163162087428
0;"Une chose est sûre : quiconque lèvera son épée périra par l'épée !.. Pour en savoir plus, demandez un peu au       "" fortiche "" Hitler !.. Il en sait quelque chose, lui !  Et le monde entier, à sa suite !.. https://t.co/CF8B7pkl5w";1466373964956057610
0;@frostbeckett purée je t'imagine le faire et ton air dégouté je crève j'aurais trop aimé voir ça ndbxks le pauvre bb;1466373930151776262
0;@LeFcl5600 @Cyrilhanouna Il est vacciné....ah la la les gens qui crachent sur les non vaccinés. moi je ne peux pas le faire contre indication donc ça sera bien fait pour ma gueule si je crève ???punaise faites attention à vos mots vaccinés à la noix...;1466373777722331136
0;Paradise Lost - L'exploration du bunker vous attend cette semaine sur Nintendo Switch https://t.co/GesRVsGynM #NintendoSwitch https://t.co/0tyV1ASqOc;1466373724446232579
1;@R0quotes @requin0501 @f_philippot Il est con Liça. : un vrai nazi en marche;1466373712219971588
0;Je ne pourrai vraiment pas supporter qu’une meuf avec qui j’ai parlé soit heureux avec un autre negro que moi https://t.co/phzzy4RF35;1466373514949234691
0;ça fait une heure que je pleure non stop je suis crevé genre jsp laissez moi être stable, aller en cours, sortir  , voir des gens, réussir ma scolarité genre non j'arrive même pas à sortir de ma chambre;1466373188397453317
0;Pour l’Obs, Beethoven était nazi. https://t.co/XJfKxH576v;1466373113726349318
1;@Braets8 @f_philippot Un Diafoirus doublé d’un nazi!;1466372991168749569
0;@lexza69 @lucspth_r Je crève avec toi s’il la met, avec ses Balenciaga ça va mettre un pointu claqué;1466372680890863618
1;"Bien dit !!! Personne n'est dupe Zéro prend les 🇫🇷 pour des andouilles, il voudrait qu'on oublie tout ce qu'il a écrit, dit ou fait juste pcq qu'il s'est autoproclamé candidat aux présidentielles
Quelle racaille !!!
Est-ce que l'on dissocié Hitler de son torchon  Mein Kampf, NON https://t.co/x0IfpAaKX3";1466372543472975874
0;@Proto77037066 @Sliiim974 @WJoumarin1 @ZemmourEric Oui c’est ça, quand ton seul argument c’est la comparaison avec Hitler ça s’appelle un point Godwin, si vous n’aimez pas la France libre à vous de la quitter ça nous fera des vacances;1466372380524175367
0;HAHAHAHA LE PELO DES 12 COUPS DE MIDI A FAIS UN SALUT NAZI ??????;1466372250907643907
0;@BeatriceGamba @nicolasberrod C'est d'ailleurs ton principal argument: le COVID ne crève que les handis, fragiles, vieux, donc tu vois pas pourquoi il faudrait empêcher la circulation.;1466372206695530497
1;"🤔🤔🤔Propos d'internaute Klein  :J'ai 82 ans. J'ai, un peu vécu la 2ème guerre.
Zemmour me fait penser à Goebbels, le ministre de la propagande d'un certain Hitler, aussi bien physiquement que moralement.
S'il devait se présenter, que Dieu nous préserve !";1466372170465087494
0;moi cet année j’ai crevé 3 fois https://t.co/lxjsw2K0XC;1466372146687528960
0;Rita Renoir, @RitaRenoir, Crève-cœur.  Gif : @PamelaChougne2 https://t.co/2HZsPKTJcc;1466372072922222600
0;@ENPRESSIONFC @AllanDr_ le rapport entre hitler et le Bayern gors ??;1466372050642165763
0;"d'accord si c'est pour le #serpent à Adolf Hitler en #Argentine 🔶☝

#Romania #Serpents n'oublie pas de faire la photo l'année 2019 #Biélorussie #Minsk #Obelisk #Russia 💛😂🐍🐍

#Omicron Jésus souffre couleur vert à #Gethsémané 🔶😂 https://t.co/mAknA9VBBV";1466371905963896832
0;@Mister_Misandry @nicolasberrod C’est ça, je suis Hitler. Tu pars en live un peu là quand même non ?;1466371806915444739
0;Ma prof d'histoire qui compare à demi-mot Zemmour et Hitler...;1466371772803162116
0;@NolwennJuno @Bunker_D_ Donc pas d'insulte de votre part, mais vous me dites que je suis bête parce que je qualifie vos propos transphobes de transphobes. Allez j'ai perdu trop de temps avec un troll d'extrême droite. Un petit conseil : si vous ne voulez pas qu'on vous traite de nazi, cessez d'être nazi;1466371697645428736
0;"Léon Degrelle, le nazi belge
Il aimait s'imaginer en fils d'Hitler !
https://t.co/Q170fonLmV
https://t.co/9pNk3JUKG3

#histoire  #Belgique  #Nazi (s)";1466371694088658947
0;"Jour 2 : Westside Gunn ""Hitler Wears Hermes 8 : Side B""
Entre la face A et la B, j'ai de loin préféré la B, pour ses instrumentaux, ses featurings... Pas de révolution, ni d'évolution dans le style, mais quel style. https://t.co/58b58KI7lr";1466371669300232197
0;"@ECiotti On fait quoi pour les étudiants qui crève la fin les gens qui vont au restau du cœur le 15 du mois mais une femme musulman qui porte un voile reste plus important a débattre
Pauvre gens 😔";1466371663109537793
0;je crève https://t.co/0FviORlXkG;1466371624702287873
1;Js un noich depuis octobre;1466371586458542082
0;Ma soeur qui craque quand je lui raconte mes nuits de bamboula jusqu’à 4h du mat et qu’elle me raconte ses nuits de bamboula dans le vomi de son fils https://t.co/11hSrEuOvm;1466370892901064712
1;@TCQNVP @Midilibre Ce nazi ça lui correspond mieux 😉;1466370449546297344
1;"@jean__massena ""Si tu es contre l'immigration: Tu es raciste et presque nazi, fin du débat.""
De la pur exclusion du groupe si tu n'adhères pas, et ça toute les sociétés y seront sensible y compris musulmanes et africaines";1466370447080148997
0;mais ça marche pas ça hein fin on peut pas dire ça pour hitler pour la période 39 45 quoi https://t.co/HuNc6ZbjbB;1466370302255013888
0;Je comprends que nous avons remplacer une pandémie par une idéologie des vaccinés contre les non-vaccinés.... Il y a des livres qu'il faudrait relire... écrit pas un certain hitler...;1466370233552277509
0;@LP_LaPresse Qui crève en prison le sale, ils ont assez fait d’harcèlement contre les gens, dont moi 😤😤😤😤😤;1466370225469857796
1;@lauhaim Ceux qui votent pour Zemmour ne sont non seulement ridicules mais aussi racistes, on va quand même pas commencer à dire qu’ils ont le droit d’être raciste, souvenez-vous en 1900 et dépoussière Hitler est arrivé par les urnes au pouvoir on a vu la suite;1466370202719903746
